LA,ESTAB,URN,PERCTOT,PPERSABS10
359,3373,106481,6.3,19.2
359,3374,106482,4.8,8.7
359,3376,106484,5.2,12.4
359,3377,106485,4.2,7
359,3378,106486,4.7,8.4
359,3379,106487,6.8,17.4
359,3382,106488,5.3,10.8
359,3386,106490,4.2,6.3
359,3387,106491,4.4,5.2
359,3388,106492,4.3,7.6
359,3389,106493,4.3,5
359,3390,106494,7.8,23.3
359,3394,106497,6.1,19.9
359,3396,106498,5.5,18.2
359,3397,106499,6.4,22.6
359,3400,106501,5.6,13.6
359,3403,106502,5.8,18.7
359,3405,106503,5.3,9.2
359,3406,106504,4.8,10
359,3407,106505,5.7,18
359,3411,106506,6,16.9
359,3412,106507,5.9,17.4
359,3413,106508,4.3,8.5
359,3414,106509,5.4,12.9
359,3415,106510,4.6,7.1
359,3419,106512,5.9,17.7
359,3423,106515,5.8,15.6
359,3424,106516,5.1,11.7
359,3425,106517,3.8,4.9
359,3426,106518,3.7,5.5
359,3427,146511,5.9,19.4
359,3429,144371,7,19.1
359,3431,130384,5.8,15.2
359,3432,130955,5.8,19.9
359,3433,131228,6.8,22.6
359,3434,131331,5.7,17.9
359,3436,139300,6.2,15.6
359,3437,134742,6.7,19.9
359,3438,135841,6.7,22.7
359,4002,137783,9.1,26.6
359,4005,138233,9.2,28.3
359,4010,144519,11.5,33.8
359,4011,146087,12.3,36.2
359,4012,146797,10.6,30.2
359,4013,148526,10.6,31.7
359,4015,106521,8,24.3
359,4019,106523,9.1,29.5
359,4022,106525,8.7,21.7
359,4025,137448,7.9,21.7
359,4027,106529,7.6,21.5
359,4034,143812,7.2,17
359,4035,138110,9.2,25.9
359,4501,138699,11.5,30.9
359,4608,106534,8.6,25.9
359,4609,106535,9.8,27.1
359,4614,106537,5.8,13.1
359,4615,106538,8.4,23.9
359,4805,106540,6.9,19
359,7001,134297,11.4,32.7
359,7002,106543,10.5,41
359,7018,132155,8.3,24.6
359,7020,131295,7.7,27.3
359,7022,131530,12,32
359,7023,135199,30.1,70.8
370,2000,136941,3.9,6.3
370,2001,138234,7,24.2
370,2003,138393,6.3,17.2
370,2009,106557,4.2,5.2
370,2010,138415,7.6,25.1
370,2015,139004,4,4.5
370,2016,139006,6.1,21.7
370,2022,139132,4.6,12.4
370,2023,139136,6.5,19.9
370,2024,106564,5.8,17.1
370,2026,139230,5.6,17.6
370,2036,141097,7.1,18.4
370,2038,141972,6.9,23.5
370,2039,141973,6.7,18.4
370,2040,141974,5.8,17.8
370,2041,138700,8,28.7
370,2043,143107,5.1,14.7
370,2044,143939,5.3,14.5
370,2049,143940,5.7,16.2
370,2050,144484,6.6,18.1
370,2051,140602,5.6,13
370,2052,106575,4.7,9.6
370,2053,147618,5.7,14.9
370,2056,143431,5.2,13.3
370,2057,106579,6.4,20.1
370,2058,150020,4.1,4.9
370,2059,148361,7.4,24.9
370,2061,138701,7,22.2
370,2066,106582,4.7,5.1
370,2068,141917,7,26.1
370,2075,106584,3.7,1.7
370,2077,106586,4.1,9.5
370,2078,106587,3.6,4.4
370,2079,106588,3.7,4.3
370,2082,106589,4.2,6.8
370,2085,106591,6.3,22.3
370,2088,142385,5.5,14.7
370,2089,149455,4.1,7.4
370,2098,138702,7.1,17.5
370,2099,144036,6.1,18.8
370,2100,106599,7,20.9
370,2101,138615,5.9,15.3
370,2107,106602,4.4,5.8
370,2109,106603,3.7,5.5
370,2120,139748,5.1,10.9
370,2121,140460,7.8,24.6
370,2122,139083,5.8,13.9
370,2123,106611,5,12.3
370,2124,139084,5.2,12.8
370,2125,139085,4.9,9.2
370,2126,144037,6.5,20.3
370,2129,148442,7.8,24.4
370,2130,106618,5.3,13.7
370,2132,106620,5.4,13.7
370,2133,106621,5.5,12.4
370,2134,147619,6.7,24.1
370,2135,143556,6,18.7
370,2136,140242,4.6,13.8
370,2138,131157,7,19.8
370,2140,147717,6.4,18.2
370,2141,131459,5.2,13.4
370,2142,143555,7,24.6
370,2143,147718,4.4,7.5
370,2145,140539,6.5,17.9
370,3004,106626,3.9,7
370,3007,106627,3.8,4.2
370,3011,106629,5.9,16.6
370,3302,137870,5,12.1
370,3304,106632,4.2,9.8
370,3312,142556,6.6,19.3
370,3313,106637,3.6,7.5
370,3314,106638,5.5,17.2
370,3317,106640,8.1,22.4
370,3318,106641,6.6,15.8
370,3320,106643,6.9,16.7
370,3323,142351,5.3,13.2
370,3324,134687,5.7,16.9
370,4002,139210,13,38.3
370,4003,139211,12.6,35.1
370,4008,140979,10,27.9
370,4009,143907,12.2,36.4
370,4011,144606,10.7,30.9
370,4012,146320,7.9,22.4
370,4013,148561,7.6,19.8
370,4027,106653,7,18.7
370,4037,146501,14.3,43.3
370,4805,146455,8.1,23.9
370,6905,131749,10.5,31.3
370,7009,141704,10.4,29.8
370,7010,141563,23.3,56.5
371,2001,140340,4.7,12.5
371,2002,140353,5.1,11.1
371,2004,141684,4.6,10.2
371,2005,142464,5.7,17.6
371,2007,142933,4.8,10.6
371,2009,143514,5.6,14
371,2010,144347,4.4,10.3
371,2011,144348,7,25
371,2012,144469,5.2,11.7
371,2013,144483,7.9,26.8
371,2014,144950,6.6,24.9
371,2015,145930,4.1,4.3
371,2016,145933,5.5,16.9
371,2018,145935,4.4,6.9
371,2019,146998,8.5,27.7
371,2020,148388,8.6,26.8
371,2028,144345,8.2,26.1
371,2052,138083,7.4,24.7
371,2054,106670,7.2,22.7
371,2056,146672,11.6,41.5
371,2063,106676,4.4,9.6
371,2067,106677,7.1,20.5
371,2076,138907,4.6,8.9
371,2080,138007,7,21.2
371,2083,148689,5.9,18.7
371,2088,147130,5.9,13.9
371,2091,137455,5,13.2
371,2101,146948,6.9,21.9
371,2102,147373,4.7,12
371,2104,148777,5.4,10.7
371,2106,150040,4.4,9.4
371,2108,137629,5.6,15.8
371,2110,137482,5.4,15.4
371,2115,106698,5.6,13.9
371,2117,137765,5,11.6
371,2121,106703,4.7,11.4
371,2123,138922,4.7,10.1
371,2127,138008,3.4,2.2
371,2128,149581,5.1,14.4
371,2129,106707,4.1,7.6
371,2142,147134,5.5,15.3
371,2143,137335,5.8,16.6
371,2144,106715,5.8,19
371,2147,147620,5.5,16.2
371,2148,106718,7.3,27.6
371,2157,106722,4.5,10.5
371,2159,144410,4.5,8.5
371,2160,146706,5.2,14.7
371,2161,106725,4.9,9.7
371,2163,106726,6.5,20.8
371,2164,143876,6,15.6
371,2165,106728,7.1,23.9
371,2166,145079,5.8,18
371,2167,146463,6,17.1
371,2168,149582,5.5,16.5
371,2169,143962,5.5,16.6
371,2170,143451,5.8,15.7
371,2175,106737,4.6,8.5
371,2177,144412,4.1,6.8
371,2178,147553,5.2,15.3
371,2179,147797,7.1,24.6
371,2184,106746,4.5,8.4
371,2185,106747,6,19
371,2186,144539,7.5,24.1
371,2188,106750,6.4,19.2
371,2190,106751,5.8,17.4
371,2191,144076,5,14.2
371,2192,144411,4.6,10.4
371,2194,138163,3.4,5.5
371,2195,106756,4.9,11.4
371,2196,148408,7,24.4
371,2198,145080,6.1,18.2
371,2199,144656,6.4,21.1
371,2201,146919,6.1,20.8
371,2203,143194,6.1,24.7
371,2205,131341,6.6,19.8
371,2207,147576,6.7,22.7
371,2208,144077,5.8,15.1
371,2209,133637,7.8,30.2
371,2210,140585,4.7,11.8
371,3007,138704,4.4,5
371,3300,149348,5,10.5
371,3301,149350,4.1,7.7
371,3302,106762,3.3,5.5
371,3307,144536,5.8,12.3
371,3308,143581,4.7,12.1
371,3311,149494,4.8,12.7
371,3312,106767,5.5,14.5
371,3313,145771,4.6,10.8
371,3314,106769,5.4,16.1
371,3315,106770,4.7,7.9
371,3316,148974,5.3,16.4
371,3317,141056,5.4,13.9
371,3318,106773,4.9,13.9
371,3323,106777,4.4,8
371,3324,134235,8.3,30.9
371,3325,138705,3.7,8.7
371,3326,146583,6.2,18.1
371,4000,137066,10.8,30.7
371,4003,140964,7.4,19.3
371,4006,143916,8.9,24.6
371,4007,143938,12.1,35.9
371,4008,144364,9.8,31.7
371,4010,146370,14.2,39.4
371,4012,146639,7.5,23
371,4013,147838,5.1,11.3
371,4021,138314,10.4,33.9
371,4029,137472,8.8,24.2
371,4033,137603,7.6,23.2
371,4036,138116,12.7,38.6
371,4040,137899,7.9,20.9
371,4062,137842,7.5,21.1
371,4606,140865,9.4,28.3
371,4608,136675,10.4,29.7
371,5400,136672,7.2,19.4
371,6905,135007,8.6,27.9
371,6906,135942,10.1,31.7
371,6907,135963,12,32.7
371,7000,144346,11.2,35.8
371,7001,147864,17.4,40.2
371,7002,106818,9.6,36.4
371,7012,147515,25.9,70.4
371,7014,147582,10,34.1
371,7015,135547,6.9,17.1
371,7016,147829,10,28
372,2000,138357,5.8,14.7
372,2001,139223,5.5,14
372,2002,139225,6.8,23.6
372,2004,106833,7.3,23
372,2005,106834,6,17.4
372,2006,106835,8.3,35.8
372,2011,140378,7.3,29.4
372,2014,140993,8.4,27.8
372,2016,141337,3.9,5.2
372,2017,141788,5.7,16.3
372,2018,142976,6.5,23.4
372,2019,142977,9.2,29.5
372,2021,147738,7.3,24.8
372,2022,106845,5.6,15
372,2023,147920,6.4,17.5
372,2024,141366,7.2,26.1
372,2026,143544,7.2,23.3
372,2028,144490,8.2,33
372,2029,106849,4.7,13.7
372,2030,145017,6.6,18.6
372,2031,145740,6.7,21.2
372,2032,147739,4.6,10.9
372,2033,145928,6.7,23
372,2034,106851,6.1,19.4
372,2036,144195,7.3,19.5
372,2037,141060,5.5,17.3
372,2039,147871,4.4,6.4
372,2042,106858,6,17.2
372,2043,148013,14.1,57.5
372,2044,149198,8.1,29.5
372,2050,106859,4,6
372,2051,149610,4.3,10.9
372,2052,106861,4.2,7.1
372,2053,144324,5,11.1
372,2054,143320,5.5,15
372,2055,106864,7,18.5
372,2058,141539,4.9,8.9
372,2060,141771,6.4,19.9
372,2061,146492,5,12.4
372,2063,143481,7.8,25.8
372,2066,141731,4.1,5.4
372,2067,140799,5.3,16
372,2070,106875,5.7,16.4
372,2071,106876,6.1,18.4
372,2074,143894,4.7,7
372,2075,143321,4.6,12.5
372,2079,146411,5.8,13
372,2081,106883,5,10.9
372,2082,146470,5.8,16.7
372,2083,146582,6.3,17.6
372,2085,140170,7,22.3
372,2087,143055,5.2,14.1
372,2093,140115,4.5,6.7
372,2094,106895,4.2,6.5
372,2095,106896,6.4,15.8
372,2097,146866,6,16.6
372,2099,141729,5.4,14
372,2100,142139,6.6,20.5
372,2104,145095,4.4,7.8
372,2105,141488,4.9,9.6
372,2106,106907,4.8,8.1
372,2108,143057,5,11.2
372,2110,106910,4.5,9.2
372,2111,140116,4.9,13.2
372,2112,140583,5.3,13.9
372,2116,142978,5.6,14.8
372,2120,149118,5.9,16.4
372,2121,147374,5.5,11.3
372,2122,143482,6.2,13.8
372,2124,141537,4.1,4.9
372,2130,146467,4.4,7.4
372,2132,141589,6,16.9
372,2133,143054,4.3,6.8
372,2134,144323,5.6,9.6
372,2135,141901,6.5,18.2
372,2137,147938,8.5,31.1
372,2139,140109,7.5,28.4
372,2140,144325,6.1,19.6
372,3001,145273,5.1,10.6
372,3003,144198,4.5,5.2
372,3322,139880,4.6,9.1
372,3327,143480,4.9,12.5
372,3328,141588,6.2,19.2
372,3329,146068,4.5,10.5
372,3331,144197,6.6,21.2
372,3332,141455,4.1,3.2
372,3333,141590,4.7,9
372,3334,141587,6,17.8
372,3335,139881,6.6,16.9
372,3336,139877,4.5,8.5
372,3337,106942,5.9,14.9
372,3338,140590,6.3,14
372,3339,106944,6.2,17.3
372,3340,139876,4.8,9.8
372,3341,144557,6.6,20.5
372,3342,143652,5,14.4
372,4002,140553,9.6,24.9
372,4003,140459,8.5,25.8
372,4004,143141,10.4,30.4
372,4005,143545,13.2,39.7
372,4007,145848,9.5,27
372,4009,148547,16.4,42
372,4010,141853,9.1,29.8
372,4011,139992,8.9,25.8
372,4012,150938,9.9,30.6
372,4018,140646,7.5,18.3
372,4021,136718,10.2,28.9
372,4022,141730,11.2,35.1
372,4024,136301,7.8,24.4
372,4025,136331,7.9,21.3
372,4601,106962,10,29.7
372,4800,138329,5.9,14.9
372,5950,150133,15,42.7
372,6905,136042,10.6,33.3
372,7000,106966,17.9,46.9
372,7002,142768,9.4,27.8
372,7003,142797,12.4,29.3
372,7004,149188,39.8,80.2
372,7009,149642,6.5,14.5
372,7011,142795,12.8,46.2
373,2001,106982,4.6,10.4
373,2002,142274,5.6,16.1
373,2009,139133,7.5,25.7
373,2010,139134,11,36.2
373,2012,139137,7.3,20.8
373,2013,139336,7.3,22.4
373,2014,106987,5.9,19.5
373,2016,139932,7.1,26.2
373,2017,140025,4.2,7.5
373,2018,140218,14.2,56.1
373,2019,140219,7.4,22.9
373,2020,140341,5.5,16.8
373,2023,106988,3.9,7.7
373,2024,140546,7,23
373,2026,140609,5.9,16.9
373,2027,140610,5.8,16
373,2028,140826,5.3,14.2
373,2029,141102,7.5,22
373,2034,141339,8.9,30.1
373,2036,106991,6.5,17.3
373,2039,141403,8.5,35.1
373,2040,147621,7.8,31.7
373,2042,141404,6.8,23.6
373,2043,142074,6.1,22.1
373,2045,142937,8.7,27.4
373,2046,143052,9.2,31.9
373,2048,143546,7.6,23.7
373,2049,144481,7,23.6
373,2050,144482,7.9,24.6
373,2051,145413,8.1,27.4
373,2052,149575,9.6,33.3
373,2058,106994,3.7,5.5
373,2060,106995,4,11.4
373,2063,106996,6.3,17.2
373,2070,106997,6.5,23.5
373,2071,106998,3.8,6.3
373,2072,106999,4.6,11.7
373,2079,107000,3.9,6.9
373,2080,107001,6.6,17.9
373,2081,107002,4.4,8.7
373,2087,107004,4.8,10.5
373,2092,107006,4.1,8
373,2093,147622,8.3,30.8
373,2095,143061,8.3,29.5
373,2139,147921,8.5,27.9
373,2203,140596,3.3,7.4
373,2206,107025,3.5,5.6
373,2213,107026,5,15.8
373,2221,107029,4,12
373,2230,142749,9.3,32.8
373,2233,107033,5.5,12.7
373,2239,107035,3.4,3.9
373,2241,107036,5.9,15.5
373,2246,148100,5.3,14.4
373,2252,107038,6.4,16.2
373,2257,107039,5.9,19.1
373,2261,107040,6.3,21.8
373,2272,107043,6.2,19.1
373,2274,142542,7,22.3
373,2279,107046,5.8,16.7
373,2281,107047,6.3,20.2
373,2283,107048,3.3,4.4
373,2292,146405,3.9,7.2
373,2294,146510,3.4,5
373,2296,107051,5.6,15.4
373,2297,107052,5.3,13.5
373,2298,139863,6.5,23.1
373,2302,149119,6.7,18.1
373,2303,150245,5.4,14
373,2305,139297,8.1,24.3
373,2306,107057,6,11
373,2309,146012,4.1,8
373,2311,146498,5.4,13
373,2312,107060,4,5.4
373,2313,145832,3.8,6.4
373,2315,139862,5,13.8
373,2319,107064,7.2,28.4
373,2321,143620,7.9,26.5
373,2323,143965,7.9,28
373,2324,147375,5.3,13.3
373,2325,107069,6.2,17.6
373,2327,148690,8.2,28
373,2328,146488,3.1,4.2
373,2329,107073,5.9,19.6
373,2332,143798,7.4,25.4
373,2334,107077,6,15.6
373,2337,142663,7.9,24.5
373,2338,107081,5.7,18.1
373,2339,140310,7.6,23.2
373,2340,107083,6.1,17.2
373,2341,145374,7.3,21.5
373,2342,107085,6.2,18.1
373,2343,150047,4.7,9.9
373,2344,107087,6.7,19.6
373,2346,139544,6.9,20.3
373,2347,107090,5.1,15.1
373,2349,107092,5.5,15.9
373,2350,107093,5.9,15.2
373,2351,107094,4.5,9.4
373,2352,107095,5,11.8
373,2353,143964,6.4,18.6
373,2354,143970,5.2,13.3
373,2356,107098,4.2,9.5
373,2357,142311,4,8.9
373,2358,148868,4.5,10.6
373,2359,143799,5.9,16.8
373,2360,107102,5.5,14.1
373,2361,145373,4.9,12.5
373,2363,143997,8.1,21.8
373,2364,132152,3.7,6.1
373,2366,146841,6.5,23.9
373,2369,134302,6.6,19.3
373,3010,107106,3.8,4.9
373,3401,140439,3.7,3.7
373,3402,140588,3.9,7.5
373,3406,138848,3.7,6.7
373,3412,138830,4,5.3
373,3414,138828,3.3,6.1
373,3422,107117,5,7.9
373,3423,140440,4.3,7.3
373,3424,142600,4.4,7.6
373,3427,139986,4.1,10.7
373,3428,107107,5,12.2
373,3429,133994,8,27.7
373,3432,131082,7.4,23.8
373,3433,134751,4.8,10.9
373,4000,138414,18.1,47.7
373,4003,139334,12.8,32.8
373,4004,139695,9,25.7
373,4005,140394,10.3,32.9
373,4006,140415,12.5,32.1
373,4007,140547,9.8,24.1
373,4008,140821,9,25.2
373,4010,142605,11.6,34.8
373,4012,145191,10.3,28.6
373,4013,145562,9.3,24.7
373,4014,145864,9.9,33.5
373,4015,145897,3.3,7.4
373,4016,145943,10.4,30
373,4017,147788,10,25.7
373,4225,139856,9.4,29.6
373,4229,139167,7.1,20
373,4230,138841,7.2,17.8
373,4234,138069,6.8,19.4
373,4257,145455,6,13.2
373,4259,107140,8.3,21.5
373,4271,145274,10,27.3
373,4276,143963,12.9,36.2
373,4278,141495,10.8,30.3
373,4279,138545,10,26.5
373,4280,138925,14.7,50.9
373,5200,107150,4.8,12.6
373,5202,140441,5.7,9.5
373,5203,139346,4.7,11.7
373,5204,107154,6.5,17.9
373,5206,147481,3.6,4.3
373,5207,139347,4.2,11.2
373,5208,107158,4,8.8
373,5400,138361,6.6,17.4
373,5401,138337,7.6,23.6
373,5950,149427,23.1,61.8
373,6905,131895,13,36.9
373,6906,131896,14.5,36.8
373,6907,135934,11.6,33.6
373,7000,149087,9.6,28.7
373,7010,107169,10.4,26.4
373,7013,107171,6.8,19.4
373,7023,107177,14,48.8
373,7024,107178,12.5,37.4
373,7026,107180,12.6,33
373,7036,107182,8.3,23.5
373,7038,147136,52.4,30.7
373,7040,126705,21.7,51.5
373,7041,126712,37.5,72.7
373,7043,135287,13.3,35.7
373,7044,135815,13,59.6
380,2000,137320,5.4,16.2
380,2001,143092,8,27.2
380,2002,147939,8.7,30.6
380,2003,138675,6.5,17.2
380,2007,138867,5.8,17.3
380,2008,138252,5.9,16.7
380,2010,138916,8.1,28.6
380,2012,139046,7.1,24.7
380,2013,139201,6.9,20.9
380,2014,139229,6.2,15.9
380,2015,148869,7.4,22.2
380,2018,140358,4.9,11.4
380,2020,142836,4.9,11.5
380,2022,141098,7,25.8
380,2024,146581,8.2,31
380,2025,141375,7.9,26.8
380,2026,142582,7.3,24.5
380,2027,107204,6.9,20.1
380,2028,142824,6.7,21.7
380,2029,143093,6.5,20.8
380,2030,143510,6.2,19
380,2031,143511,7.2,24.7
380,2032,143847,7.3,24.6
380,2033,146593,6.8,19.2
380,2034,143573,6.7,22.5
380,2035,144492,7.4,23.8
380,2036,144050,7.4,21.5
380,2037,145180,6.9,24.3
380,2038,143094,7.9,29.1
380,2039,145303,6.6,18.3
380,2041,143564,6.7,20.7
380,2042,145936,6.2,20.1
380,2043,150016,7.6,26.4
380,2044,143572,6.2,22.4
380,2046,146281,6.1,20
380,2048,148268,5.9,18.1
380,2049,146435,8.4,29.5
380,2050,146512,4.9,12.3
380,2053,146536,8.8,33.9
380,2054,107218,6.8,19.9
380,2055,107219,6.2,16.1
380,2056,145752,8.8,33.5
380,2057,107220,6.2,19.8
380,2058,107221,3.6,6.9
380,2059,146798,8.6,34.5
380,2061,143944,6.2,18.2
380,2062,107224,4.4,7.7
380,2063,147150,8.9,21.3
380,2069,149093,5.8,18.3
380,2070,150872,9.9,33.3
380,2071,107230,6,19.6
380,2074,107233,6.5,16.5
380,2075,149232,5.7,19.6
380,2077,140639,6.8,24.4
380,2081,107237,4.9,9.1
380,2084,107238,8.6,27.2
380,2086,147709,6.7,23.8
380,2087,149732,9.9,36.3
380,2090,107241,8,27.1
380,2093,148201,7.1,21.1
380,2094,149583,7.5,20.2
380,2100,107246,4.9,10.4
380,2101,107247,7.8,24.9
380,2102,107248,5.3,11.4
380,2103,107249,5.4,11.1
380,2107,107250,6.1,16.9
380,2110,148159,5,10.1
380,2111,107253,4.3,7.3
380,2112,146049,3.9,8.4
380,2113,107255,3.9,6.6
380,2114,140076,3,2.7
380,2115,144890,5,11.6
380,2117,144006,4.7,8.1
380,2120,146223,5.1,15.9
380,2121,142949,4.3,9.3
380,2123,143982,9.7,33.8
380,2124,107262,7.5,25.4
380,2126,144861,7.8,22.4
380,2127,142950,4,7.1
380,2128,107265,6.9,20.8
380,2132,143569,6.8,23.7
380,2134,107268,5.1,9.1
380,2135,143571,5.9,16.9
380,2140,107270,5.2,12.7
380,2145,107272,5.1,10.2
380,2146,107273,4.5,9.7
380,2147,107274,5.2,12
380,2148,107275,6,19.8
380,2150,149937,3.8,6.2
380,2166,107281,3.5,2.4
380,2167,143567,6,19.7
380,2168,107283,5.8,14.1
380,2173,107286,5.1,9.8
380,2174,107287,4,5.1
380,2178,139358,3.7,6.5
380,2179,143568,6.9,22
380,2180,143095,5.8,17.6
380,2182,107293,4.9,12.5
380,2183,144862,6.8,21.9
380,2184,143565,7.9,27.3
380,2185,149233,6.8,22.4
380,2186,143096,4.7,9.5
380,2192,149938,3.6,6.2
380,2193,143566,7.3,27
380,2195,140111,6.3,16.6
380,2197,132185,6.4,20.2
380,2198,149586,8.9,29.6
380,2199,146584,7.5,25.9
380,2200,148288,7.6,29.4
380,2203,150002,3.4,5.4
380,3000,149120,6.6,20.2
380,3013,107303,9.8,36.5
380,3021,107305,4.9,11.2
380,3023,107307,4.1,7.8
380,3026,107309,3.2,4.1
380,3028,145072,4,3.9
380,3031,107313,3,4
380,3035,145225,6.9,22.1
380,3301,107319,5.7,13.8
380,3304,107320,4.2,8.4
380,3308,107321,6.1,15.8
380,3313,107323,8.4,32.3
380,3333,147981,4.4,10.2
380,3334,148477,6.7,21.2
380,3335,148258,7.5,22.7
380,3338,148101,5.9,14.4
380,3347,149643,4.7,14.4
380,3349,148102,5.2,16.5
380,3350,142951,5.6,12.6
380,3351,147922,4.3,8.2
380,3352,142945,4,7.8
380,3353,148256,6.8,18.4
380,3354,147923,6,17.1
380,3355,148478,6.7,19.7
380,3360,149161,4.6,11.2
380,3362,149673,6.7,20.2
380,3363,107339,7.3,20.8
380,3365,107340,8.2,29.3
380,3367,147924,4.3,8.8
380,3368,139353,5.6,14.2
380,3369,141062,6.5,19.1
380,3370,143032,5.8,16.2
380,3371,142947,3.1,3.2
380,3372,141059,5.9,15.2
380,3373,147982,5.3,10.9
380,3375,142946,5,8.7
380,3377,101494,8.4,30.2
380,3379,131357,6.1,18.1
380,4004,137277,7.5,22.5
380,4010,138251,8.7,29.3
380,4013,139474,12.5,34.9
380,4019,139995,17.1,55.6
380,4021,140429,9.5,30.8
380,4023,148520,9.9,30.9
380,4024,141002,10.1,33.7
380,4025,142031,15.2,52.8
380,4027,142681,11.1,35
380,4028,142761,13.9,41
380,4029,142825,14.3,38.9
380,4032,143112,14.8,41.3
380,4040,143114,11.7,34.5
380,4041,138087,8.2,24.9
380,4061,145173,10.7,32.4
380,4064,139975,9,21.3
380,4073,146198,11.2,32.9
380,4074,107395,12.3,33.1
380,4085,147067,8.8,28.5
380,4086,147177,19.5,51.6
380,4087,147204,7.2,21.9
380,4092,148545,7.8,21.3
380,4093,149011,17,48.5
380,4094,149299,13,40.7
380,4100,147100,8.2,25.5
380,4112,150001,11.7,35.6
380,4502,136905,8.5,20.9
380,4613,136962,7,20.8
380,4616,142590,13.1,32.4
380,5200,107431,7.3,25.2
380,5201,107432,4.3,10.5
380,5202,107433,5.3,13.3
380,5203,107434,5.3,13.7
380,5204,144860,8.3,28
380,5205,142948,5,11.7
380,5206,107437,4.3,7.7
380,5207,107438,5.2,10.6
380,5208,145220,4.1,8.9
380,5400,107439,9,24.9
380,6102,140204,8.9,28.9
380,6905,130909,9.1,29
380,6906,135367,14.2,40.2
380,6908,135866,12.1,41.9
380,6909,136198,9.4,28.4
380,7000,149519,15.8,42.6
380,7004,143533,11.6,31.5
380,7030,144891,10.8,36.8
380,7031,135228,14.9,45.3
380,7032,150011,16.9,43.3
380,7033,139978,14.4,42
380,7034,139977,13.7,41
380,7035,147117,9.6,33.7
381,2000,138398,5.7,18.2
381,2001,143651,6.1,17.6
381,2002,139270,7.9,27.8
381,2003,107478,6.4,16.7
381,2004,137987,4.5,10.4
381,2005,140172,6,19.9
381,2006,107480,4.8,8.1
381,2009,107482,6.6,18.3
381,2010,149545,6.5,19.8
381,2011,145400,6.6,20.7
381,2015,107486,4.3,8
381,2016,145571,5.4,18
381,2017,107487,5,10.9
381,2019,137337,5.7,14
381,2021,107490,4.8,12.4
381,2026,146959,4,7.6
381,2027,140107,3.5,4.4
381,2028,146677,7.1,21.7
381,2029,147583,5,10.6
381,2030,107495,4.9,14.2
381,2031,136547,5.8,15.4
381,2033,107497,5.8,16.7
381,2035,148143,5.7,18.9
381,2037,149211,10.3,39.9
381,2038,149939,6,17
381,2040,107499,3.6,5.2
381,2042,107500,4.9,14
381,2046,107502,5.9,16.3
381,2048,148202,4.5,9.9
381,2049,136375,4.2,8.4
381,2050,107505,4.6,11
381,2053,137391,6.7,21
381,2054,107507,5.7,22
381,2056,137341,4.3,9.2
381,2057,107510,5.7,17.4
381,2058,150174,5.7,17.6
381,2059,107512,5.8,12.3
381,2060,107513,5.6,16.6
381,2061,107514,4,7.1
381,2063,137392,3.9,7.7
381,2064,137699,4.2,10.3
381,2065,107517,5.7,18.1
381,2066,107518,5.7,16.4
381,2067,107519,6.8,20.9
381,2068,107520,4.5,8.3
381,2069,107521,9.1,32.8
381,2073,107522,5.9,17.9
381,2075,107524,5.9,14.3
381,2076,107525,9.5,29.8
381,2081,107528,4,7.5
381,2082,107529,5.1,10.2
381,2083,137398,4.3,6.6
381,2087,107533,5.1,11.5
381,2093,107534,7.4,23.8
381,2094,138657,6.3,18.8
381,3001,107535,9.6,33.9
381,3010,107537,3.9,7.1
381,3011,107538,3.3,6.2
381,3013,107540,3.6,6.6
381,3305,148479,6.6,17.9
381,3306,141480,8.9,27.5
381,3308,148657,6,17.4
381,3314,107547,4.7,9.2
381,3315,107548,5,10.4
381,3318,107550,6.4,21.5
381,3319,107551,5.4,15.7
381,3321,107552,3.5,3.5
381,3322,139040,3.1,3
381,3323,107554,6.1,16.5
381,3326,107556,3.9,2.3
381,3327,148658,4.9,8.5
381,3328,141479,5.3,14
381,3329,148480,4.7,12.5
381,3331,138302,5.9,16.7
381,3332,134659,6,16.5
381,4004,143115,9,32.3
381,4007,144946,10,32.6
381,4008,149531,8.5,25.3
381,4022,107562,9.4,29.3
381,4026,107564,11.3,32.9
381,4035,140326,10,34.1
381,5200,137347,6,21.3
381,5201,107569,3.9,4.8
381,5202,107570,5.8,17.3
381,5203,137545,3.9,6.2
381,5204,144865,3.8,6.5
381,5207,107501,6.5,24.1
381,5208,135862,4.7,11.6
381,5400,136788,6.1,16.6
381,5401,139182,6.2,17.8
381,5402,137444,8.2,23.2
381,5404,137036,11.6,34.6
381,5406,136604,6.8,19.2
381,5408,141307,10,27.7
381,6905,136094,6.9,19.5
381,7005,107589,9.5,33.3
381,7008,107590,13.5,48.5
381,7009,107588,8.5,24.7
381,7010,107591,7.4,26.3
382,2000,138584,6.2,17.6
382,2002,140234,7.1,19
382,2004,107599,7.6,25.2
382,2005,107600,6.3,16
382,2006,107601,6,17.8
382,2007,107602,5.8,17.3
382,2012,138979,6,18.6
382,2013,107607,5.8,18.2
382,2014,107608,6,17.5
382,2016,139912,5,12.7
382,2017,140392,8.1,35.5
382,2018,141687,5.9,16.8
382,2021,146861,4.8,14.8
382,2022,141688,8.2,26.2
382,2023,107613,8.3,29.4
382,2025,107615,7,24.8
382,2026,143231,5.8,16.8
382,2028,107617,4,8.5
382,2031,142003,8.8,29.7
382,2032,142418,8.4,29.8
382,2035,107620,8.3,28.8
382,2036,107621,4.7,12.5
382,2037,107622,5.6,12.6
