LA,ESTAB,URN,PERCTOT,PPERSABS10
850,5201,136447,4.2,7.3
850,5202,116482,5.2,14
850,5203,116483,5.3,16.9
850,5204,137422,3.3,3.8
850,5205,141474,5.5,14.5
850,5206,116486,5.2,10.8
850,5208,116488,6.2,17.2
850,5209,116489,4.1,6.2
850,5210,116490,4.7,9.5
850,5401,136719,6.8,19
850,5402,136652,9.7,32.7
850,5403,136657,8.9,25.6
850,5405,149621,9,23.3
850,5406,137315,11.8,34
850,5407,136643,6.7,18.8
850,5408,137791,9.9,26.5
850,5410,116502,9.3,25.3
850,5411,137345,6,14.1
850,5412,116504,11.4,31.5
850,5414,116506,8.6,24.1
850,5416,137538,7.5,20.6
850,5418,136903,7.7,19.7
850,5950,116511,12.1,35.6
850,6905,136156,15.6,46.6
850,7000,131559,10.8,32.5
850,7001,133581,31.3,71.3
850,7004,141187,25.3,52.9
850,7005,148343,26.9,57.4
850,7006,150874,33.5,75
850,7009,116600,10.5,34.4
850,7014,116603,30.5,69
850,7015,116604,7.6,27.4
850,7016,116605,7.9,24.2
850,7018,116607,7.5,23.4
850,7020,116609,13,39.4
850,7023,116611,10.5,35.5
850,7026,116614,5.8,16
850,7032,116617,10.8,27.9
850,7033,116618,11,35.1
850,7041,135823,9.8,32.5
850,7043,137605,11.4,31.6
850,7051,116633,12.5,41.5
850,7053,116634,18.6,73.7
850,7067,116635,12.3,45.5
850,7068,116636,16.5,50.9
850,7070,116637,9.7,29.6
850,7072,116639,16.4,36.3
850,7073,116640,15.1,38.6
850,7075,116641,8.6,21.3
850,7076,116642,10.5,29.7
850,7078,140732,33,75.8
850,7079,131068,12.2,28.6
851,2000,140719,7.6,24.9
851,2001,139065,7.5,19.5
851,2003,139712,8.8,24.1
851,2004,139713,6.5,18.2
851,2005,144194,7.2,22.2
851,2006,148755,5.5,15.6
851,2007,141020,5.4,15.8
851,2008,141096,5.3,13.3
851,2010,144506,5.1,11.5
851,2011,147176,5.3,15.9
851,2013,148078,4.5,9.2
851,2014,148528,3.5,3.9
851,2637,116182,5,11.7
851,2644,143316,5.6,11
851,2648,116187,5.6,16
851,2653,145452,5.3,12.8
851,2654,146135,3.9,8.1
851,2658,145450,5.9,17.5
851,2659,145451,6.8,20.9
851,2665,116192,3.7,3.4
851,2666,144193,5.3,13.2
851,2670,142602,5,12.1
851,2673,116195,5.3,10.5
851,2674,144191,4.5,7.1
851,2677,143315,5.9,13.7
851,2679,144189,4.7,10.5
851,2680,116200,5.5,13.8
851,2689,148709,5.7,14.5
851,2690,141728,4.5,6
851,2694,144845,3.9,7.5
851,2697,145659,6.7,16.1
851,2698,146888,6,17.5
851,2700,144846,5.2,10.9
851,2707,141530,5.3,12.7
851,2709,144582,4.2,9.7
851,2714,116221,4.8,10.5
851,2715,144581,4.3,7.3
851,2716,116223,4.7,10.8
851,2719,116226,5.3,13.2
851,2720,141531,5.3,13.9
851,2765,116258,5.7,13.3
851,3212,116344,4.9,10.5
851,3214,116346,5.5,14.9
851,3422,116385,3.3,4.9
851,3423,116386,4.3,7.6
851,4002,139714,12.4,38.3
851,4003,140605,13.3,35.2
851,4004,141175,10.5,28
851,4005,141875,9.9,25.6
851,4006,143430,7.2,21.4
851,4301,144192,9.4,23.5
851,4302,145372,16.5,43.4
851,4303,116463,9.5,25.8
851,4320,140697,9.1,23.3
851,5207,116487,5.6,14.2
851,5413,116505,4.8,9.1
851,6905,135965,11.1,28.6
851,7000,139967,8.3,24.4
851,7001,143828,10.9,31.3
851,7002,149336,22.1,54.5
851,7471,140325,14,42.6
851,7472,147720,45.2,90
852,2000,131839,5.8,17.2
852,2001,132025,7.3,25.9
852,2002,145222,7.7,23.1
852,2003,133704,5.5,12.8
852,2004,133943,5.9,15.1
852,2005,139632,5.1,13.4
852,2006,139947,7.8,20
852,2007,142076,5.3,15.5
852,2008,144751,7.4,26.2
852,2009,145068,8.3,29.3
852,2010,146029,7.6,29.3
852,2011,148004,6.5,18.5
852,2401,131272,8.7,29.4
852,2404,140263,5,10.7
852,2405,116088,4.6,7.9
852,2406,116089,6.1,14
852,2407,116090,4.2,8.6
852,2409,116092,6.9,22.4
852,2410,116093,7.7,27.7
852,2418,139027,5.4,14.8
852,2419,138625,5.4,14.6
852,2421,138626,4.9,11.1
852,2423,116102,5.8,15.7
852,2424,116103,6.4,20.3
852,2425,138910,4.3,9.2
852,2426,138903,4,7.8
852,2429,145456,6.8,17.1
852,2430,145457,4.1,7.6
852,2431,116109,5.6,14.5
852,2432,148113,5.7,13
852,2437,140516,5.2,13
852,2440,116116,5.5,13.5
852,2441,116117,7,22.2
852,2448,116123,4.6,12.5
852,2452,141494,5.6,14
852,2455,116127,6.6,19.5
852,2458,138898,4.9,8.9
852,2460,139619,5.6,13.8
852,2461,140478,6.2,17.8
852,2463,116134,5.6,19
852,2471,116138,4.8,9.9
852,2754,116251,7.1,24.2
852,2757,116253,6.1,16.8
852,2769,116261,5.3,13.7
852,2770,116262,8.7,29.1
852,2771,116263,8.3,31.5
852,3200,116339,5.7,15.4
852,3202,136641,6.8,16.4
852,3203,116342,6.7,20.3
852,3205,116343,6.5,20.3
852,3655,116395,4.2,8.5
852,3656,137293,3.4,5.5
852,3657,116397,7.7,19
852,3658,116398,4.6,10.9
852,3659,139747,6.5,19.3
852,4003,146284,12.2,31.9
852,4004,147676,14.7,44.8
852,4262,116450,11.7,29.3
852,4270,116453,13.9,37.6
852,4275,137037,8,21.9
852,4278,116458,11.3,29.7
852,4306,116465,13.2,35.4
852,4311,116469,7.9,19.8
852,5415,116507,5.2,12.5
852,5417,138476,7.1,21.2
852,6905,135628,14.7,44.5
852,6906,135629,12.5,35.7
852,7035,116620,9.7,32.1
852,7036,144205,10.3,28
852,7037,116622,11.5,45.8
852,7039,116624,20.5,59.5
852,7040,116625,13.7,51.8
852,7050,139265,12.9,42.2
855,2000,140696,3.6,3.3
855,2001,119903,4.3,9.6
855,2002,138346,4.7,12.5
855,2003,132226,4.7,10.4
855,2004,139340,3.6,3.6
855,2005,138999,3.8,7.7
855,2006,143608,5,9.9
855,2007,119906,5.7,12.4
855,2008,139005,6.3,18.6
855,2009,140253,5,14.2
855,2010,139194,3.9,8.7
855,2011,139200,6.9,20.8
855,2012,140608,4.6,11
855,2013,140850,4.9,10.1
855,2014,140851,4.9,9
855,2016,141279,5.3,14
855,2017,119910,3.7,6.5
855,2018,139342,4,3.3
855,2019,119912,4,7.4
855,2020,119913,6.3,19.1
855,2021,141222,5.3,13.7
855,2023,119914,5.4,15.8
855,2024,119915,4.3,8.1
855,2025,119916,4.8,13.7
855,2026,119917,3.5,4.8
855,2027,142410,5.4,14.4
855,2028,119918,4.3,2.4
855,2029,138528,5.5,12.6
855,2030,144749,4.5,6.6
855,2032,149267,4.5,6.6
855,2033,145084,7.5,25.6
855,2034,144108,4.4,13.4
855,2035,145083,4.5,8.3
855,2036,119923,5.6,16.5
855,2037,138807,3.3,3.8
855,2038,145488,5.1,15.3
855,2039,147089,5,12.9
855,2040,148390,4.8,12.6
855,2041,148624,5.1,17.3
855,2042,119925,4.6,9.6
855,2043,119926,4.8,6.9
855,2044,144911,4.9,10
855,2045,119928,5.1,12.9
855,2046,119929,4.8,13.3
855,2047,149040,4.9,7.7
855,2049,119930,4.4,8
855,2051,119931,5.3,9.2
855,2053,119932,3.9,7.2
855,2055,140315,4.8,11
855,2056,119934,6.1,21.4
855,2062,138908,5.6,15.5
855,2068,119936,4.7,9.8
855,2069,139441,3.9,6.8
855,2070,140251,5.8,12.8
855,2072,140702,5.4,13.5
855,2073,141469,7.5,26
855,2076,141903,4.4,8.3
855,2078,119942,6.1,15
855,2079,143253,3.9,9
855,2082,149269,5.5,19.3
855,2083,143611,8.4,22.9
855,2085,139284,5,11.4
855,2088,143249,3.9,5.8
855,2090,119949,4.5,8.9
855,2092,143250,3,2.3
855,2094,140754,4,5.7
855,2096,119952,3.8,7.2
855,2097,119953,3.6,6.5
855,2104,119954,8,25
855,2110,138929,4.9,6.7
855,2115,119956,4.2,9
855,2116,119957,7.4,24.1
855,2120,119958,6.4,23.5
855,2123,119959,3.1,2.2
855,2137,119961,4.2,8.9
855,2138,139855,4.4,9.9
855,2141,140316,5.8,15.4
855,2142,119964,4.6,8.9
855,2146,138154,3.7,5.3
855,2149,143248,5.7,14.4
855,2157,138806,4.6,12.5
855,2158,137933,5.2,10.5
855,2161,138818,4.9,9.4
855,2162,139737,4.4,10.3
855,2164,139767,5.3,13.7
855,2165,119973,4.6,8.6
855,2166,144111,7,20.7
855,2167,143251,3.7,7.1
855,2168,138805,3.9,3.2
855,2169,139038,5.2,13.7
855,2170,119978,3.7,6.6
855,2173,138321,4,6.1
855,2176,138345,4.8,9.1
855,2177,119981,7,22
855,2178,148947,4.5,8
855,2179,138347,5.9,13.4
855,2180,150436,5.8,15.5
855,2181,144538,6,15.2
855,2183,119986,4.5,8.9
855,2185,139341,5.1,12.3
855,2187,139845,6.8,19.7
855,2189,145619,5,10.4
855,2190,138173,6,18.9
855,2192,140476,5.9,14.9
855,2193,119993,5.5,11.2
855,2194,139034,4.7,11.7
855,2321,138804,4,7.5
855,2322,137932,5.1,11.9
855,2326,140101,3.8,8.4
855,2330,144837,4,7
855,2331,138906,3.4,4.4
855,2333,139739,4.7,11
855,2334,149270,11.1,36.9
855,2338,139859,5,12.8
855,2345,120070,4,6.2
855,2351,143795,5.4,12.5
855,2354,120079,5,13.4
855,2355,138348,6.4,16
855,2357,139751,5.1,11.5
855,2358,139344,4.2,6.9
855,2360,138891,4.8,11.2
855,2367,140725,3.6,7.3
855,2368,140746,4.5,10.2
855,2369,142261,5,13.5
855,2373,120096,7,21.9
855,2374,139366,7.8,23.1
855,2375,149371,4.8,12.7
855,2376,138809,4,8.8
855,2380,139620,4.4,7.2
855,2382,139287,7.3,15
855,2383,143609,5.1,12.7
855,2384,145620,4.2,7.2
855,3000,146602,7.5,17.6
855,3006,138838,4.2,6.5
855,3008,140230,4.8,9.9
855,3009,138965,4.3,10.5
855,3010,120114,4.3,10.5
855,3011,120115,4.5,13.4
855,3014,138905,5.5,13.4
855,3016,120119,2.8,2.1
855,3017,120120,4.6,10.8
855,3018,120121,4,5.1
855,3021,120122,3.9,8.3
855,3022,120123,4.9,12.7
855,3024,120124,3.7,3.3
855,3027,146621,5.1,10.3
855,3028,140317,5.7,25
855,3029,120127,6.7,20.9
855,3034,120129,4.9,11.8
855,3035,139744,4.8,10.5
855,3037,120131,4.7,10.9
855,3039,120132,5.2,14.5
855,3041,141468,4,6.5
855,3042,120134,5.8,16.1
855,3043,120135,2.7,2.1
855,3044,145974,3.8,6.5
855,3046,143252,5,8.5
855,3047,120138,5.1,9.8
855,3048,138358,3.4,4.1
855,3052,144115,15.4,45.3
855,3053,120141,6.5,16.7
855,3054,120142,2.9,7.1
855,3056,139864,5,7.7
855,3058,141151,4.1,9.2
855,3059,138359,5.3,10.3
855,3060,139097,5.3,14.2
855,3066,120149,4.6,3
855,3067,140095,3.9,6.9
855,3068,120151,5.5,15.5
855,3069,138931,4.5,9.1
855,3070,120153,3.8,6.3
855,3072,140910,2.9,1.7
855,3074,139874,3.9,7
855,3077,150049,4.1,10.8
855,3078,144110,4.5,9.8
855,3080,120158,4.9,10.5
855,3082,120159,4.7,12
855,3085,144117,6,21.3
855,3087,146618,4.2,7.6
855,3089,144310,4.2,8.2
855,3090,120163,3.8,5.6
855,3093,138926,4.6,11
855,3094,138930,5.3,13.4
855,3095,144109,5.6,19.5
855,3097,140912,5.9,17.5
855,3098,144114,6.6,20.2
855,3100,140913,5.1,9.1
855,3101,120171,4.4,9.3
855,3102,120172,3.9,8.9
855,3103,120173,3.3,5.8
855,3104,120174,6.4,14.6
855,3106,120175,5,13.9
855,3107,120176,4.4,2.9
855,3209,146611,4.2,7.7
855,3212,120190,4.9,12.5
855,3213,141630,4.4,12
855,3300,120192,4,7.6
855,3302,144116,4.3,5.3
855,3305,143610,4.5,6.1
855,3307,120195,4.9,7.6
855,3310,143254,7.6,29.6
855,3312,138902,4,2.9
855,3314,144113,7.4,15
855,3316,149584,4.1,9.4
855,3319,144112,5.4,8.7
855,3320,120201,4.2,12.2
855,3321,146603,3.7,7.6
855,3325,139854,4.1,7.5
855,3329,144118,5,7.8
855,3330,145972,6.3,10.4
855,3331,145973,8.6,34.3
855,3332,145203,5.1,7.1
855,3333,140909,2.7,6.1
855,3334,139098,4.9,10.7
855,3335,146133,5.4,10.1
855,3336,142724,3.6,5
855,3338,146105,6.5,13.8
855,3339,138299,5,10.1
855,3340,138297,5.1,8.1
855,3341,138294,3.8,6.5
855,3342,146180,5.3,11.8
855,3343,138090,4,4.8
855,3345,149144,4.9,10.5
855,3347,138080,4.7,11.4
855,3348,138296,5.2,15
855,3432,139349,6.8,16.7
855,3433,138295,5.4,14.8
855,3434,140911,5.8,12
855,4000,137799,9,26.2
855,4003,137161,6.3,12.4
855,4004,137317,19.5,53.5
855,4007,138301,10.7,28.2
855,4011,138327,10.9,32.1
855,4012,138721,12.5,32.5
855,4014,137367,9.9,24.3
855,4015,137115,7.8,20.8
855,4016,138108,7.1,18.1
855,4017,137170,6.7,14.8
855,4018,139442,6.8,18.7
855,4021,141874,7.4,22.5
855,4022,138079,10,26.7
855,4023,143844,12.7,34.9
855,4026,140103,7.5,20.2
855,4027,147902,9.9,29.1
855,4028,138350,10.4,29.4
855,4029,140787,8.7,21.5
855,4031,138820,8.1,25.2
855,4032,137828,9.1,24.9
855,4035,138478,10.8,30.2
855,4036,138819,7.8,23.9
855,4040,148417,10.9,29.3
855,4041,138155,6.6,17.3
855,4042,148549,8,18.6
855,4043,137120,7.8,19.8
855,4044,137617,10.1,26.8
855,4045,139624,6.8,16.4
855,4048,137969,6.9,19.3
855,4049,137983,10.7,29.6
855,4051,138323,8,22.4
855,4053,137968,8.7,22.6
855,4055,137540,7.4,17.9
855,4056,149271,9.4,26.2
855,4057,138527,10.5,27.8
855,4268,137401,8,19.4
855,4503,138150,8,19.7
855,4505,137640,10.1,26.1
855,4506,138521,8.4,21.6
855,4601,138298,7.3,17.2
855,4602,138290,7.3,18.5
855,5400,138628,9.9,28.4
855,5402,137931,11.6,35.1
855,5403,137984,8.9,26.1
855,7000,147858,13.6,39.8
855,7002,120348,7.8,23.9
855,7003,148029,14.2,35.1
855,7005,138935,11.7,34.6
855,7006,120352,11.2,30.9
855,7008,137905,8.8,28.1
855,7215,134640,11.5,31.7
855,7216,138156,10,30.3
856,2000,132211,6.9,19.7
856,2001,136930,3.9,5.9
856,2002,138553,5.4,14.2
856,2003,141011,6,17.5
856,2004,141137,6,17.4
856,2005,141221,4.8,12.8
856,2006,142631,7.4,24.1
856,2007,142787,4.2,9.2
856,2008,143607,7.8,28.4
856,2009,148391,5.6,18.4
856,2010,150026,5.1,11.4
856,2011,150622,4.8,15.9
856,2071,146844,5.6,14
856,2210,119999,5,16.6
856,2213,120002,6.6,20.1
856,2214,120003,5.8,19.2
856,2222,120005,6.5,19.4
856,2228,120006,5.7,15.4
856,2229,146852,5.8,16.6
856,2231,120009,4.8,16.2
856,2237,139983,5.8,13.9
856,2238,120014,5.4,15
856,2240,120016,3.9,10.6
856,2241,120017,5.1,11.2
856,2250,120018,6.2,16.5
856,2262,145617,5.8,16.3
856,2263,145618,5.4,12.1
856,2264,120023,6.6,19.1
856,2265,143244,5.6,16.4
856,2267,120025,5.9,18.3
856,2268,120026,4.8,11.2
856,2282,120028,6.4,22.6
856,2283,120029,5,12.6
856,2287,147410,9,28.4
856,2297,120034,5.9,18.4
856,2299,146853,7,22
856,2303,120037,6.6,21.1
856,2304,120038,6,19.7
856,2305,120039,6.6,17.2
856,2306,120040,8.2,23.2
856,2317,120047,3.9,6.7
856,2320,120050,4.9,12.3
856,2323,143246,8.2,27.4
856,2324,144107,6,20.9
856,2327,142857,6.6,19.9
856,2328,142967,5.5,16.7
856,2337,147148,3.9,8.4
856,2339,120065,6.8,21.7
856,2340,142848,6.2,18.3
856,2343,120068,6.4,16.5
856,2344,120069,6.7,21.3
856,2346,120071,5.3,16.2
856,2347,149647,6.8,17.9
856,2348,120073,4,10
856,2352,120077,8.9,31.7
856,2356,120081,5.7,13.8
856,2359,120084,6,16.8
856,2361,120086,6.9,21.3
856,2363,120087,3.9,7.3
856,2364,120088,4.6,10.1
856,2366,145357,7.2,21.4
856,2370,146857,6.6,20.1
856,2371,120095,7.3,24
856,2377,120100,5.4,14.8
856,2378,120101,6.7,21.1
856,2379,131513,5.2,12.9
856,2381,147411,5.1,12.4
856,2385,120107,4.7,12.4
856,2386,120108,8.9,31.6
856,2387,130927,4,9
856,2388,134305,6.2,19.1
856,3201,148905,6.6,20.5
856,3208,120187,6.1,18
856,3420,146158,3.7,5.9
856,3422,138081,7.1,25.5
856,3423,146147,6.1,18.1
856,3424,138115,5.9,16.4
856,3425,146224,5.8,18.8
856,3426,138185,4.1,5.7
856,3431,120230,6.2,20.1
856,3432,145970,5.2,13.8
856,3434,143245,6.4,20
856,3435,131002,6.1,18.3
856,4000,138869,5.5,14.6
856,4001,143679,6.3,17.6
856,4002,143857,9.2,29.8
856,4004,144479,9.7,28.9
856,4005,131945,11.3,32.3
856,4006,144629,12.2,33.2
856,4007,145558,9.3,30.6
856,4009,147068,8.8,22.2
856,4012,148546,6.7,19.4
856,4205,120277,7.1,22.2
856,4232,146108,8.1,20.7
856,4242,120281,8.9,26.4
856,4244,141916,5.7,15.4
856,4250,148877,5.6,14
856,4267,120292,9.3,29.8
856,4270,143247,11.4,31.4
856,4273,148878,8,24.6
856,4274,120298,12.3,37.2
856,4721,146196,4.8,10.7
856,4723,146232,6.9,18
856,4724,129645,4.7,11.2
856,7003,138094,22.3,62.4
856,7213,120361,10.7,39.2
856,7215,148165,19.5,56.7
856,7217,130353,9.5,35.2
856,7218,130371,9.5,26.2
856,7220,148171,30.9,68
856,7221,131099,9.5,24.4
857,2000,141234,4.4,6.8
857,2001,142401,4.6,12.5
857,2312,142544,8.1,27.3
857,2313,138113,3,3.3
857,2316,137358,4.2,8.9
857,3111,146425,4.6,11.6
857,3112,144847,5.6,14.1
857,3113,141453,3.8,8.9
857,3114,139858,3.7,6.1
857,3115,148948,5.4,11.4
857,3117,141454,4.6,6.6
857,3119,146428,6.4,17.7
857,3120,146397,3.9,7.5
857,3428,141452,3.4,4.1
857,3429,139611,3.4,4.8
857,3430,120229,4.2,8.7
857,5200,139481,4.4,11.8
857,5404,136629,9.2,25.3
857,5405,137340,7.2,20.1
857,5406,136530,6.8,18.1
860,2000,148720,4.1,8.8
860,2001,138982,6.4,20.5
860,2002,139602,7.1,22.6
860,2003,139719,6.2,17
860,2005,140195,5.5,16.1
860,2006,140381,5.1,11.8
860,2007,140400,4.9,13.4
860,2008,140402,7.9,23.6
860,2009,140489,4.7,9
860,2010,140490,5.3,9.6
860,2011,140858,6,19.2
860,2012,140995,5,15.9
860,2013,140996,5.6,14.2
860,2014,141186,5.8,17.8
860,2016,141203,4.6,11.3
860,2017,141344,5.8,12.2
860,2018,142014,5,13.6
860,2019,142078,6.9,20
860,2020,142769,6.5,17.4
860,2021,147438,4.6,10
860,2022,143547,5.1,11
860,2023,143663,5.9,16.2
860,2025,143829,4.9,9.6
860,2026,143952,4.1,5.9
860,2027,144498,5,14.5
860,2028,144604,4.8,10.9
860,2029,144989,6,12.7
860,2030,145053,5.6,16.2
860,2031,145414,4.5,9.8
860,2033,146085,5,13.3
860,2034,146266,5.8,15.5
860,2035,146513,5,13.2
860,2036,146636,6,15.5
860,2037,147082,4.7,12.8
860,2038,147085,4.5,12.3
860,2039,147299,7.2,23.9
860,2040,147449,7.2,15.6
860,2041,148061,7.9,33.8
860,2042,148540,4,8.3
860,2043,149079,8.1,15
860,2044,149081,3.4,6.7
860,2123,124034,6.8,21.6
860,2124,145377,8.2,34.3
860,2126,145794,5.2,13.8
860,2128,142799,9,36.2
860,2132,124040,9.8,35.9
860,2138,147569,4.8,9.8
860,2140,124046,6.3,18.3
860,2141,136762,5.5,17.3
860,2145,142792,8.3,29.8
860,2150,148506,4.1,14.1
860,2152,138899,4.2,4.3
860,2153,124054,4.8,11.4
860,2157,124056,5.7,13.7
860,2158,124057,7.8,22.2
860,2160,142748,3,3.3
860,2161,146904,4.7,11.7
860,2163,146873,4.6,6.8
860,2164,124061,4.8,12.3
860,2166,124062,7.3,18.8
860,2167,145218,5.7,13.6
860,2177,124067,6.1,19.3
860,2178,124068,7.4,24.4
860,2179,145684,5.3,13
860,2180,124070,5.9,15.2
860,2184,124072,4.5,11
860,2185,149000,5.6,19.8
860,2189,145685,9.7,32.9
860,2190,148507,4.4,9.8
860,2191,124076,5.1,15.7
860,2195,144935,5.7,10
860,2198,149166,4.7,8.3
860,2200,142095,2.7,3.6
860,2203,124081,5.1,12.8
860,2204,141278,5.4,13.9
860,2207,124084,4.9,12.5
860,2208,124085,6.3,15.8
860,2216,124087,4,5.7
860,2217,143898,5.4,15.2
860,2218,150051,4.7,10.6
860,2219,146943,4.5,7.6
860,2220,141732,4.5,10.3
860,2222,124093,3.5,7.4
860,2223,146609,4.3,9.7
860,2224,146605,4.9,12.5
860,2226,149650,4.9,9.8
860,2228,146590,4.5,9.1
860,2229,146623,5.5,12
860,2234,145538,5.6,14.8
860,2236,145098,3.7,8.1
860,2238,146910,4.8,7.3
860,2239,124104,7.7,24.5
860,2240,149639,2.9,2
860,2241,142194,5.1,12.4
860,2242,138043,4.9,12.3
860,2247,143349,7.7,21.7
860,2250,144207,3.5,3.1
860,2251,124110,5,13.1
860,2252,142843,4.6,10.7
860,2256,124115,4.6,8.6
860,2263,124119,4.6,14.6
860,2264,141848,5,7.3
860,2276,148316,4,7.8
860,2277,148285,5.2,11.8
860,2293,124130,4,6.4
860,2294,146918,5.3,11.9
860,2296,145097,4.1,7.4
860,2297,147826,5.4,9.7
860,2298,140522,5.5,11.7
860,2299,140523,5.3,12.2
860,2305,145048,5.5,12.2
860,2306,149420,4.7,14.4
860,2309,149421,3.8,6.9
860,2315,124141,3.8,7.6
860,2320,143350,4.1,5.4
860,2321,124146,4.3,7.8
860,2322,124147,4.4,7.1
860,2323,145378,4.1,8.5
860,2325,146874,3.7,2.8
860,2326,124150,3.6,6.3
860,2327,124151,5,12
860,2328,147421,5,7
860,2332,124155,4.8,9.2
860,2334,147570,4.9,9.3
860,2335,147571,5.8,13.1
860,2336,147228,4.5,6.8
860,2337,143483,5.3,8.9
860,2340,124161,5.5,16.8
860,2342,124162,5,11.6
860,2344,124163,3.7,4.9
860,2345,124164,4.9,13.2
860,2346,124165,7,21
860,2348,124166,7.8,27.4
860,2352,142981,4.4,7.2
860,2355,124168,4.3,5.7
860,2358,143345,6.2,18.4
860,2360,124171,4.9,15.6
860,2361,145686,5.1,10.8
860,2362,145379,4.7,7.1
860,2368,124174,5,10.8
860,2369,124175,5.3,13.3
860,2370,124176,7.2,21.5
860,2372,124177,5,12
860,2373,141450,5.7,14.9
860,2374,145834,5.2,15
860,2386,124183,6.4,19.2
860,2387,143353,3.7,8
860,2388,145680,6.5,18.3
860,2392,142984,5.1,10
860,2393,124189,6,16.2
860,2394,124190,5.3,15.1
860,2395,149284,5.7,17.7
860,2396,124192,6.2,14.6
860,2397,124193,5.1,11.7
860,2399,124195,5.2,8.4
860,2400,149585,4.8,11.6
860,2401,143355,3.7,6.2
860,2403,124199,5.2,9.8
860,2404,124200,8.6,26.6
860,2406,124202,4.9,13.8
860,2407,148122,5.6,15.3
860,2409,124205,4.1,6.7
860,2410,143900,5.6,12.1
860,2411,124207,8.2,25.7
860,2413,124209,4.9,9.9
860,2415,148718,4.6,9.9
860,2416,149422,4.7,7.8
860,2418,149128,5.1,12.8
860,2421,141493,5.2,13
860,2422,145100,4.7,10.1
860,2423,146130,5,12.3
860,2424,149001,8.6,26.8
860,3000,132260,4.3,8.1
860,3025,149689,5,13.2
860,3026,124232,4.5,8.6
860,3027,124233,4.6,9.2
860,3028,124234,3.9,5.3
860,3029,124235,3.5,3.4
860,3030,145380,6.4,17.7
860,3034,147279,4.6,10.5
860,3035,124238,5.5,12
860,3040,124240,6.7,22.2
860,3042,143805,3.7,4.3
860,3043,124242,4.2,10.4
860,3044,142986,3.7,4.7
860,3045,142422,3.5,4.1
860,3046,147422,5.7,10.4
860,3048,145681,3.6,3.4
860,3049,145682,5.5,17.5
860,3050,147423,5.4,10.9
860,3051,124249,3.6,6.8
860,3053,145833,4,4.9
860,3063,145683,5.6,15.2
860,3067,146126,6.3,24.6
860,3069,124254,4.2,8.3
860,3072,144591,6.5,21.6
860,3075,143959,4.4,3.4
860,3076,124257,4.2,7.5
860,3079,148748,3.8,7.4
860,3080,148749,5,13.1
860,3081,143347,4.2,7.4
860,3082,124261,7.3,33.3
860,3084,124262,5.6,5.4
860,3091,124265,4.2,6.9
860,3092,141486,5.5,13.8
860,3093,124267,8.2,26.8
860,3094,124268,4.2,6.4
860,3098,124269,4.2,7.9
860,3100,146295,4.6,8.4
860,3102,144386,5.2,15
860,3103,146594,3,5.4
860,3110,124274,2.5,0
860,3112,124275,4.4,11.3
860,3113,142439,3.5,5.2
860,3114,142982,6,16.4
860,3116,124278,5.7,11.2
860,3117,124279,3.4,3.3
860,3118,146807,3.7,4.3
860,3119,145459,5.6,13.4
860,3120,143896,5.1,9.5
860,3128,147572,4.1,6.3
860,3130,146427,4.2,13.8
860,3132,142809,2.9,2.6
860,3134,147103,4.6,3.9
860,3136,124289,6,10.4
860,3137,124290,4.3,10.3
860,3139,124291,4.1,5.8
860,3141,147424,4.4,6.6
860,3142,142421,4.9,14.3
860,3144,124294,5.6,14
860,3145,141822,5.5,12.6
860,3146,143351,3.9,7.8
860,3147,143348,4.7,10.9
860,3148,142442,3.9,10.2
860,3149,124299,5.2,13.8
860,3150,141856,2.9,4.1
860,3151,141783,3.7,4.8
860,3152,124302,4.3,11.3
860,3153,141779,4.3,6.8
860,3154,142447,3.7,4.2
860,3155,142275,4.4,13.8
860,3156,143622,3.9,4.2
860,3300,138722,5,9.5
860,3420,124326,5.1,13.1
860,3426,145679,6.2,13.5
860,3430,124331,4.5,9.5
860,3432,143983,5,6.8
860,3433,147425,4.7,7.7
860,3434,142097,4.4,7.2
860,3436,141770,6.6,14.3
860,3438,124337,4.7,17
860,3440,142096,3.9,4.3
860,3441,141837,5.1,7.7
860,3442,146589,5.1,12.3
860,3443,146612,3.9,7.8
860,3446,124342,4.7,15.2
860,3447,124343,3.2,3.4
860,3449,124344,4.9,8.7
860,3450,124345,3.8,8
860,3455,142214,4.4,13.8
860,3456,124349,5.3,14.1
860,3457,138723,2.5,2.5
860,3458,124351,4.5,10.1
860,3459,138724,3.2,3.8
860,3460,142213,5.3,14.6
860,3461,124354,4.5,5.5
860,3462,140146,5.4,10.8
860,3463,138725,3.6,6.8
860,3464,124357,3.8,5.5
860,3465,140803,4.8,10.2
860,3466,143352,4,4.7
860,3467,124360,5.2,11.8
860,3468,142209,5.5,11.9
860,3469,142216,5.7,18.3
860,3470,142210,3.5,3.4
860,3473,138726,2.3,2.2
860,3474,138727,3.6,4.8
860,3476,145687,3.8,7
860,3477,140129,4.4,8.7
860,3478,124369,5.2,11.9
860,3479,142192,4.6,11.2
860,3480,142208,4.4,7
860,3481,124372,6.5,16
860,3482,124373,4.6,8.5
860,3483,148318,3.9,7.2
860,3484,124375,6.2,18.8
860,3485,124376,7.5,18.1
860,3486,146294,3.4,5.6
860,3488,146863,4.3,7.8
860,3489,148401,6.6,21.7
860,3490,124381,3.1,0
860,3492,134353,4.3,8.1
860,3493,146814,5.6,15.1
860,3494,134666,6.1,17.9
860,3496,144439,5.1,9.8
860,3497,131073,5.3,14.1
860,3498,142985,3.8,5.9
860,3499,148517,5.3,16.5
